Question,Grade,Grader,Answer_Type,Course,Discipline,Knowledge Dimension,Cognitive Process Dimension,Math,Code,Author_Book,Trick
4,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
4,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
4,2.5,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
4,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
4,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,4,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,5,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,5,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,4,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,4,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,2,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,2,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
5,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,3,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,3,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,3,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,8,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,3,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
6,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,9.5,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,1.5,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,1,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
7,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,8,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,7,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,10,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,10,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,10,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,7,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,3,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,2,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,3,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,4,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,4,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
8,5,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,apply,Y,N,Y,N
9,1,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,2,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,2,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,1,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,2,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,1,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,2,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,1,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
9,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,5,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,3,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,5,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,6,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,4,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,4,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader1,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader2,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader3,Human,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,2,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,2,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,2,Grader1,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader2,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
10,0,Grader3,GPT,"Political Economy
of Institutions",Political Science,conceptual,analyze,Y,N,Y,N
1,7,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,9,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,7,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,9,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,7,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,9.5,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,7,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,9,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
1,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
2,8,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,9,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,6,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,3,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,8,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,8,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,9,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
2,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,6,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,7,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,3,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,6,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,2,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,2,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,6,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,7,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,9,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
3,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,conceptual,analyze,N,N,N,N
4,6,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,6,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,8,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,6,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,8,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,9.5,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,9.5,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
4,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,8,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,9,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,6,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,10,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,10,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,0,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,0,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
5,0,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,understand,N,N,N,N
6,10,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,8,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,9,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,7,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,5,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,7,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,5,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,8,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
6,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,analyze,N,N,N,N
7,5,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,8,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,5,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,5,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,6,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,5,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,7,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,8,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,5,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,6,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,7,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,6,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,6,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,3,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,2,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
7,5,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,4,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,0,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,2,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,3,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,8,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,5,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,6,Grader1,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,8,Grader2,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
8,10,Grader3,GPT,"
Structure and Properties
of Civil Engineering Materials
",Engineering,metacognitive,understand,N,N,N,N
9,8,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
9,10,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
9,10,Grader3,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
9,8,Grader1,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
9,10,Grader2,Human,"
Structure and Properties
of Civil Engineering Materials
",Engineering,factual,remember,N,N,N,N
